,Insurance,Policy Holders,Premium Amounts,Claim Amounts,Premium Type,Insurance Year,Casualty Year,Casualty Month,Total Vehicles Crashed,Sex,Age
318,HDFC ERGO General Insurance,2891,46767.0,84105.0,Commercial Insurance Premium,2014,2015,October,6,Female,61
319,The Oriental Insurance Company,2249,32954.0,98569.0,Personal Insurance Premium,2018,2019,November,9,Female,34
320,The Oriental Insurance Company,4751,35521.0,32911.0,Commercial Insurance Premium,2015,2016,September,3,Male,44
321,TATA AIG General Insurance,4026,29255.0,95835.0,Personal Insurance Premium,2018,2019,October,9,Male,63
322,ICICI Lombard General Insurance,3268,36482.0,66096.0,Personal Insurance Premium,2015,2016,January,8,Male,58
323,TATA AIG General Insurance,3470,32268.0,92117.0,Personal Insurance Premium,2014,2015,September,7,Male,31
324,The New India Assurance,3949,37714.0,57669.0,Personal Insurance Premium,2018,2019,November,5,Male,72
325,The New India Assurance,3185,29719.0,85001.0,Personal Insurance Premium,2015,2016,August,3,Female,19
327,The Oriental Insurance Company,2513,39663.0,89876.0,Personal Insurance Premium,2018,2019,September,7,Female,66
328,HDFC ERGO General Insurance,4396,33245.0,35741.0,Personal Insurance Premium,2015,2016,January,6,Female,74
329,ICICI Lombard General Insurance,2530,38631.0,88001.0,Personal Insurance Premium,2014,2015,March,6,Female,68
330,The Oriental Insurance Company,3263,44544.0,98615.0,Personal Insurance Premium,2015,2016,May,3,Male,53
331,HDFC ERGO General Insurance,1744,49998.0,62260.0,Personal Insurance Premium,2018,2019,May,6,Female,31
332,ICICI Lombard General Insurance,4477,24518.0,50767.0,Personal Insurance Premium,2015,2016,September,3,Female,46
334,The Oriental Insurance Company,3866,49512.0,42297.0,Commercial Insurance Premium,2014,2015,November,1,Female,56
335,The Oriental Insurance Company,2956,24817.0,30759.0,Personal Insurance Premium,2014,2015,June,6,Male,63
337,HDFC ERGO General Insurance,1604,43705.0,24082.0,Commercial Insurance Premium,2014,2015,May,3,Male,32
339,The New India Assurance,3387,35390.0,54059.0,Personal Insurance Premium,2017,2018,September,9,Male,44
340,TATA AIG General Insurance,3385,46097.0,37706.0,Personal Insurance Premium,2016,2017,November,4,Female,30
341,The Oriental Insurance Company,4047,34311.0,23121.0,Personal Insurance Premium,2015,2016,September,1,Male,60
343,ICICI Lombard General Insurance,2132,34744.0,99322.0,Commercial Insurance Premium,2018,2019,May,9,Female,26
344,The New India Assurance,3621,46224.0,79226.0,Commercial Insurance Premium,2015,2016,March,7,Male,46
345,HDFC ERGO General Insurance,2896,49503.0,25447.0,Personal Insurance Premium,2018,2019,September,9,Male,41
346,TATA AIG General Insurance,2013,49631.0,70906.0,Commercial Insurance Premium,2016,2017,August,3,Male,67
348,TATA AIG General Insurance,4831,29091.0,86482.0,Personal Insurance Premium,2015,2016,November,8,Female,56
349,The New India Assurance,4086,24924.0,40113.0,Commercial Insurance Premium,2016,2017,June,3,Female,45
350,The New India Assurance,4607,27032.0,99262.0,Personal Insurance Premium,2016,2017,November,4,Female,69
351,HDFC ERGO General Insurance,3878,30338.0,26381.0,Commercial Insurance Premium,2016,2017,January,10,Female,67
352,TATA AIG General Insurance,1924,41352.0,63816.0,Personal Insurance Premium,2014,2015,February,9,Male,22
353,TATA AIG General Insurance,3677,32108.0,31088.0,Commercial Insurance Premium,2016,2017,August,2,Female,68
354,TATA AIG General Insurance,3640,32768.0,28303.0,Personal Insurance Premium,2017,2018,December,6,Male,37
355,HDFC ERGO General Insurance,3800,35701.0,76275.0,Commercial Insurance Premium,2018,2019,June,4,Female,79
356,The Oriental Insurance Company,3286,29296.0,50244.0,Personal Insurance Premium,2015,2016,February,10,Female,32
357,TATA AIG General Insurance,4224,40732.0,69511.0,Commercial Insurance Premium,2015,2016,October,8,Male,34
359,TATA AIG General Insurance,3191,48115.0,96873.0,Personal Insurance Premium,2017,2018,April,10,Male,60
360,HDFC ERGO General Insurance,3512,49102.0,24924.0,Personal Insurance Premium,2014,2015,August,3,Male,43
361,The Oriental Insurance Company,1639,27130.0,22860.0,Commercial Insurance Premium,2018,2019,March,7,Male,23
362,TATA AIG General Insurance,1494,42786.0,31248.0,Personal Insurance Premium,2014,2015,April,7,Male,46
363,The New India Assurance,4054,49678.0,87544.0,Commercial Insurance Premium,2017,2018,February,10,Female,70
364,The New India Assurance,4668,45671.0,83426.0,Personal Insurance Premium,2016,2017,January,10,Male,39
365,The New India Assurance,2771,28398.0,93973.0,Personal Insurance Premium,2016,2017,July,4,Male,62
366,ICICI Lombard General Insurance,3799,39394.0,86725.0,Personal Insurance Premium,2014,2015,January,8,Male,49
368,ICICI Lombard General Insurance,1885,38780.0,76907.0,Commercial Insurance Premium,2015,2016,September,4,Male,28
369,The New India Assurance,3564,24316.0,25083.0,Personal Insurance Premium,2018,2019,October,8,Female,42
370,The New India Assurance,1149,43584.0,25675.0,Personal Insurance Premium,2017,2018,January,2,Male,30
371,HDFC ERGO General Insurance,1544,39257.0,33341.0,Personal Insurance Premium,2014,2015,January,2,Female,41
373,HDFC ERGO General Insurance,4457,22117.0,90000.0,Commercial Insurance Premium,2014,2015,December,5,Male,61
375,ICICI Lombard General Insurance,3154,40992.0,86834.0,Personal Insurance Premium,2018,2019,January,4,Male,58
376,The New India Assurance,2490,37221.0,44311.0,Personal Insurance Premium,2015,2016,January,1,Male,29
377,The Oriental Insurance Company,2639,44281.0,73410.0,Commercial Insurance Premium,2016,2017,April,3,Male,38
378,ICICI Lombard General Insurance,4930,46177.0,49764.0,Commercial Insurance Premium,2016,2017,October,4,Female,55
379,The New India Assurance,3407,46216.0,68955.0,Personal Insurance Premium,2018,2019,June,5,Female,19
381,TATA AIG General Insurance,2594,42707.0,44969.0,Commercial Insurance Premium,2016,2017,March,7,Male,20
383,The Oriental Insurance Company,1488,43535.0,62152.0,Commercial Insurance Premium,2015,2016,November,4,Female,75
385,HDFC ERGO General Insurance,1913,34469.0,52775.0,Personal Insurance Premium,2016,2017,November,10,Male,53
386,The Oriental Insurance Company,4245,44444.0,54325.0,Commercial Insurance Premium,2016,2017,November,6,Female,40
387,The Oriental Insurance Company,3838,26757.0,39768.0,Personal Insurance Premium,2016,2017,June,8,Male,40
388,TATA AIG General Insurance,2534,41534.0,66733.0,Personal Insurance Premium,2018,2019,January,4,Male,79
390,The New India Assurance,3009,25552.0,93117.0,Personal Insurance Premium,2017,2018,July,7,Female,59
392,HDFC ERGO General Insurance,3543,42502.0,64098.0,Commercial Insurance Premium,2014,2015,May,3,Male,52
394,The Oriental Insurance Company,4875,49622.0,77858.0,Personal Insurance Premium,2014,2015,December,3,Female,50
395,TATA AIG General Insurance,1881,44326.0,45407.0,Personal Insurance Premium,2015,2016,July,6,Male,42
397,The Oriental Insurance Company,3398,47003.0,26179.0,Personal Insurance Premium,2017,2018,April,10,Female,63
398,The New India Assurance,1583,24879.0,79620.0,Personal Insurance Premium,2018,2019,January,9,Male,35
399,HDFC ERGO General Insurance,4111,48946.0,21313.0,Personal Insurance Premium,2014,2015,December,8,Male,24
400,The New India Assurance,2879,28596.0,43563.0,Commercial Insurance Premium,2017,2018,November,4,Female,48
401,ICICI Lombard General Insurance,4573,46789.0,35372.0,Commercial Insurance Premium,2014,2015,January,2,Female,23
402,ICICI Lombard General Insurance,2875,28111.0,89617.0,Personal Insurance Premium,2015,2016,July,6,Female,33
403,TATA AIG General Insurance,1886,28506.0,51152.0,Commercial Insurance Premium,2017,2018,November,1,Female,43
404,The New India Assurance,4406,35443.0,26238.0,Commercial Insurance Premium,2018,2019,June,6,Male,71
405,The New India Assurance,4101,38907.0,95839.0,Commercial Insurance Premium,2018,2019,April,7,Female,38
406,ICICI Lombard General Insurance,4091,25211.0,64805.0,Commercial Insurance Premium,2015,2016,September,9,Female,75
407,The New India Assurance,1293,20091.0,93838.0,Personal Insurance Premium,2014,2015,August,6,Male,46
409,The Oriental Insurance Company,1133,49808.0,60292.0,Personal Insurance Premium,2018,2019,October,8,Male,78
410,ICICI Lombard General Insurance,3409,34917.0,63575.0,Commercial Insurance Premium,2014,2015,October,2,Female,59
411,The New India Assurance,4153,47911.0,98509.0,Personal Insurance Premium,2018,2019,October,4,Male,32
412,HDFC ERGO General Insurance,4747,42259.0,36390.0,Personal Insurance Premium,2014,2015,September,10,Female,71
413,TATA AIG General Insurance,3637,22691.0,97993.0,Commercial Insurance Premium,2018,2019,April,6,Male,28
414,The New India Assurance,3073,43299.0,60777.0,Personal Insurance Premium,2014,2015,December,5,Female,30
415,The Oriental Insurance Company,1609,36983.0,76755.0,Personal Insurance Premium,2017,2018,May,10,Male,74
416,The New India Assurance,1629,29934.0,60426.0,Personal Insurance Premium,2014,2015,July,8,Male,45
417,TATA AIG General Insurance,3525,34064.0,20950.0,Commercial Insurance Premium,2015,2016,June,10,Female,56
420,HDFC ERGO General Insurance,2437,36107.0,25276.0,Commercial Insurance Premium,2018,2019,April,4,Female,19
421,TATA AIG General Insurance,3641,26973.0,28965.0,Commercial Insurance Premium,2016,2017,December,1,Male,65
422,The Oriental Insurance Company,1405,28379.0,91538.0,Commercial Insurance Premium,2015,2016,October,10,Male,49
423,TATA AIG General Insurance,2168,22194.0,60262.0,Personal Insurance Premium,2016,2017,August,8,Male,47
424,ICICI Lombard General Insurance,4358,49274.0,42010.0,Personal Insurance Premium,2017,2018,May,7,Female,71
425,TATA AIG General Insurance,3487,26094.0,86434.0,Personal Insurance Premium,2017,2018,January,4,Male,42
426,TATA AIG General Insurance,1464,25684.0,48640.0,Personal Insurance Premium,2018,2019,August,3,Female,40
427,HDFC ERGO General Insurance,4230,27653.0,75413.0,Commercial Insurance Premium,2017,2018,July,9,Male,77
428,The Oriental Insurance Company,4084,44585.0,27375.0,Commercial Insurance Premium,2015,2016,June,9,Male,30
429,TATA AIG General Insurance,2626,27643.0,75509.0,Personal Insurance Premium,2017,2018,June,10,Male,34
430,ICICI Lombard General Insurance,4539,48690.0,33418.0,Commercial Insurance Premium,2018,2019,March,4,Female,21
431,The New India Assurance,4472,40866.0,21728.0,Personal Insurance Premium,2015,2016,March,4,Female,68
433,The New India Assurance,4622,23614.0,83614.0,Commercial Insurance Premium,2015,2016,September,3,Male,38
434,HDFC ERGO General Insurance,2378,38605.0,49638.0,Personal Insurance Premium,2016,2017,May,9,Male,65
435,The Oriental Insurance Company,2543,40020.0,53395.0,Commercial Insurance Premium,2014,2015,December,8,Male,23
436,HDFC ERGO General Insurance,3666,39713.0,75297.0,Commercial Insurance Premium,2014,2015,May,7,Male,19
437,The New India Assurance,3213,48499.0,51706.0,Commercial Insurance Premium,2016,2017,October,8,Female,57
439,The New India Assurance,1625,29141.0,50047.0,Personal Insurance Premium,2017,2018,December,3,Female,65
440,HDFC ERGO General Insurance,1640,31875.0,69503.0,Commercial Insurance Premium,2014,2015,November,9,Female,59
441,HDFC ERGO General Insurance,1480,29349.0,91677.0,Commercial Insurance Premium,2017,2018,February,4,Male,54
442,The New India Assurance,2666,25057.0,68896.0,Commercial Insurance Premium,2017,2018,May,3,Male,18
443,ICICI Lombard General Insurance,2061,28910.0,58108.0,Commercial Insurance Premium,2017,2018,July,9,Female,26
444,ICICI Lombard General Insurance,3991,42784.0,46241.0,Commercial Insurance Premium,2014,2015,June,6,Female,75
445,ICICI Lombard General Insurance,2086,48536.0,82958.0,Commercial Insurance Premium,2015,2016,June,10,Male,52
446,The New India Assurance,1445,37438.0,39878.0,Personal Insurance Premium,2014,2015,November,4,Female,37
447,TATA AIG General Insurance,3574,21836.0,89687.0,Personal Insurance Premium,2017,2018,January,9,Female,72
448,TATA AIG General Insurance,4133,42394.0,60550.0,Personal Insurance Premium,2016,2017,June,9,Female,18
449,The Oriental Insurance Company,1892,37467.0,52381.0,Personal Insurance Premium,2018,2019,July,2,Male,59
451,The New India Assurance,2105,27360.0,53909.0,Personal Insurance Premium,2018,2019,December,1,Male,67
452,ICICI Lombard General Insurance,1549,36736.0,55961.0,Personal Insurance Premium,2014,2015,September,2,Male,45
453,The Oriental Insurance Company,3270,24318.0,56592.0,Commercial Insurance Premium,2015,2016,October,1,Male,21
454,ICICI Lombard General Insurance,2427,46666.0,45291.0,Personal Insurance Premium,2018,2019,August,8,Female,78
455,The Oriental Insurance Company,3490,41007.0,73492.0,Commercial Insurance Premium,2018,2019,February,4,Female,29
457,The New India Assurance,4940,21520.0,94503.0,Personal Insurance Premium,2018,2019,July,8,Female,34
458,The New India Assurance,3010,22511.0,36126.0,Commercial Insurance Premium,2018,2019,April,8,Female,18
459,ICICI Lombard General Insurance,4655,29044.0,98688.0,Commercial Insurance Premium,2015,2016,August,1,Female,76
460,HDFC ERGO General Insurance,1845,31691.0,58921.0,Commercial Insurance Premium,2016,2017,July,7,Female,46
463,HDFC ERGO General Insurance,2990,30361.0,27928.0,Commercial Insurance Premium,2017,2018,December,10,Male,54
464,The New India Assurance,4296,26291.0,46620.0,Commercial Insurance Premium,2015,2016,April,2,Female,25
466,The Oriental Insurance Company,4937,39586.0,58975.0,Personal Insurance Premium,2018,2019,March,10,Female,25
467,TATA AIG General Insurance,4331,26929.0,53535.0,Commercial Insurance Premium,2014,2015,March,10,Male,70
468,The New India Assurance,4200,23208.0,71140.0,Commercial Insurance Premium,2015,2016,September,5,Male,46
469,The New India Assurance,2128,25051.0,60550.0,Commercial Insurance Premium,2016,2017,May,9,Female,39
470,HDFC ERGO General Insurance,2662,33420.0,60697.0,Personal Insurance Premium,2015,2016,August,7,Female,46
471,The Oriental Insurance Company,4198,20285.0,67034.0,Personal Insurance Premium,2016,2017,September,5,Female,58
472,The New India Assurance,3381,31671.0,25232.0,Personal Insurance Premium,2015,2016,November,9,Male,61
473,HDFC ERGO General Insurance,3654,49091.0,34370.0,Commercial Insurance Premium,2015,2016,May,10,Female,32
474,The Oriental Insurance Company,3213,40343.0,53557.0,Personal Insurance Premium,2016,2017,March,8,Male,70
475,HDFC ERGO General Insurance,4697,46597.0,32212.0,Personal Insurance Premium,2018,2019,February,7,Male,48
478,The New India Assurance,2794,30709.0,23291.0,Commercial Insurance Premium,2016,2017,November,5,Male,19
479,TATA AIG General Insurance,3018,38090.0,42786.0,Personal Insurance Premium,2018,2019,April,1,Male,57
480,HDFC ERGO General Insurance,2517,46728.0,29516.0,Commercial Insurance Premium,2014,2015,October,3,Male,60
481,TATA AIG General Insurance,2248,40750.0,63466.0,Commercial Insurance Premium,2014,2015,November,7,Female,39
483,The Oriental Insurance Company,1514,27267.0,97481.0,Commercial Insurance Premium,2014,2015,July,7,Female,76
484,The New India Assurance,1859,41998.0,53107.0,Personal Insurance Premium,2017,2018,June,9,Male,54
485,TATA AIG General Insurance,4034,31770.0,69433.0,Commercial Insurance Premium,2014,2015,December,10,Female,54
486,The Oriental Insurance Company,1366,27736.0,91023.0,Personal Insurance Premium,2018,2019,February,10,Female,79
487,ICICI Lombard General Insurance,4310,38148.0,40520.0,Commercial Insurance Premium,2014,2015,January,9,Female,47
488,HDFC ERGO General Insurance,1672,24486.0,51411.0,Commercial Insurance Premium,2017,2018,August,8,Female,61
489,The Oriental Insurance Company,3999,39385.0,78478.0,Commercial Insurance Premium,2015,2016,September,7,Female,39
490,The Oriental Insurance Company,3425,31399.0,22047.0,Commercial Insurance Premium,2016,2017,August,2,Female,59
491,The New India Assurance,2312,44514.0,90498.0,Commercial Insurance Premium,2014,2015,May,8,Male,29
492,ICICI Lombard General Insurance,4486,44176.0,25844.0,Personal Insurance Premium,2017,2018,February,10,Female,77
493,ICICI Lombard General Insurance,1771,43530.0,90519.0,Personal Insurance Premium,2016,2017,November,9,Female,59
494,The Oriental Insurance Company,2759,40828.0,80333.0,Personal Insurance Premium,2017,2018,May,1,Female,42
495,ICICI Lombard General Insurance,2257,41552.0,69931.0,Commercial Insurance Premium,2017,2018,May,1,Female,60
496,The New India Assurance,2243,24631.0,56910.0,Personal Insurance Premium,2018,2019,August,8,Female,27
497,The New India Assurance,2271,46300.0,29911.0,Commercial Insurance Premium,2015,2016,October,4,Male,48
